Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1782221870,50,,Aggregated,0.800000,0.000000,27000,34000,41000,53000,77000,94000,99000,102000,104000,104000,104000,140,5,27000.0,32209.37196928093,756.6996999667026,103994.41129999468,12169.471428571429
1782221871,50,,Aggregated,0.800000,0.000000,27000,34000,41000,53000,77000,94000,99000,102000,104000,104000,104000,140,5,27000.0,32209.37196928093,756.6996999667026,103994.41129999468,12169.471428571429
1782221872,50,,Aggregated,0.400000,0.000000,27000,34000,41000,52000,73000,92000,99000,102000,104000,104000,104000,141,5,27000.0,32196.506362406748,756.6996999667026,103994.41129999468,12084.00709219858
1782221873,50,,Aggregated,0.400000,0.000000,27000,34000,41000,52000,73000,92000,99000,102000,104000,104000,104000,141,5,27000.0,32196.506362406748,756.6996999667026,103994.41129999468,12084.00709219858
1782221874,50,,Aggregated,0.400000,0.000000,27000,34000,41000,53000,77000,94000,100000,102000,104000,104000,104000,142,5,27000.0,32671.172668305175,756.6996999667026,103994.41129999468,11999.74647887324
1782221875,50,,Aggregated,0.400000,0.000000,27000,34000,41000,56000,77000,94000,100000,102000,104000,104000,104000,143,5,27000.0,32953.7915566385,756.6996999667026,103994.41129999468,11916.251748251749
1782221876,50,,Aggregated,0.400000,0.000000,27000,34000,41000,56000,77000,94000,100000,102000,104000,104000,104000,143,5,27000.0,32953.7915566385,756.6996999667026,103994.41129999468,11916.251748251749
1782221877,50,,Aggregated,0.400000,0.000000,27000,34000,41000,56000,77000,94000,100000,102000,104000,104000,104000,143,5,27000.0,32953.7915566385,756.6996999667026,103994.41129999468,11916.251748251749
1782221878,50,,Aggregated,0.400000,0.000000,27000,34000,41000,56000,77000,94000,100000,102000,104000,104000,104000,143,5,27000.0,32953.7915566385,756.6996999667026,103994.41129999468,11916.251748251749
1782221879,50,,Aggregated,0.400000,0.000000,27000,34000,41000,56000,77000,94000,100000,102000,104000,104000,104000,143,5,27000.0,32953.7915566385,756.6996999667026,103994.41129999468,11916.251748251749
1782221881,50,,Aggregated,0.400000,0.000000,27000,34000,41000,56000,77000,94000,100000,102000,104000,104000,104000,143,5,27000.0,32953.7915566385,756.6996999667026,103994.41129999468,11916.251748251749
1782221882,50,,Aggregated,0.300000,0.000000,27000,35000,42000,59000,79000,94000,100000,102000,104000,104000,104000,144,5,27000.0,33408.016701384135,756.6996999667026,103994.41129999468,11834.326388888889
1782221883,50,,Aggregated,0.300000,0.000000,27000,35000,42000,59000,79000,94000,100000,102000,104000,104000,104000,144,5,27000.0,33408.016701384135,756.6996999667026,103994.41129999468,11834.326388888889
1782221884,50,,Aggregated,0.300000,0.000000,27000,34000,41000,59000,79000,94000,100000,102000,104000,104000,104000,145,5,27000.0,33380.719165512404,756.6996999667026,103994.41129999468,11753.53103448276
1782221885,50,,Aggregated,0.400000,0.000000,27000,35000,42000,59000,79000,95000,101000,102000,104000,104000,104000,146,5,27000.0,33846.57319999549,756.6996999667026,103994.41129999468,11673.842465753425
1782221886,50,,Aggregated,0.400000,0.000000,27000,35000,42000,59000,79000,95000,101000,102000,104000,104000,104000,146,5,27000.0,33846.57319999549,756.6996999667026,103994.41129999468,11673.842465753425
1782221887,50,,Aggregated,0.400000,0.000000,27000,35000,42000,59000,79000,95000,101000,102000,104000,104000,104000,146,5,27000.0,33846.57319999549,756.6996999667026,103994.41129999468,11673.842465753425
1782221888,50,,Aggregated,0.400000,0.000000,27000,35000,45000,63000,79000,95000,102000,104000,126000,126000,126000,147,5,27000.0,34472.06291360076,756.6996999667026,125793.56109997025,11594.836734693878
1782221889,50,,Aggregated,0.300000,0.000000,28000,35000,47000,65000,79000,98000,102000,104000,126000,126000,126000,151,5,28000.0,35277.47268343864,756.6996999667026,125793.56109997025,11290.059602649008
1782221890,50,,Aggregated,0.300000,0.000000,28000,35000,47000,65000,79000,98000,102000,104000,126000,126000,126000,151,5,28000.0,35277.47268343864,756.6996999667026,125793.56109997025,11290.059602649008
1782221891,50,,Aggregated,0.300000,0.000000,28000,35000,47000,65000,79000,98000,102000,104000,126000,126000,126000,151,5,28000.0,35277.47268343864,756.6996999667026,125793.56109997025,11290.059602649008
1782221892,50,,Aggregated,0.300000,0.000000,28000,35000,47000,65000,79000,98000,102000,104000,126000,126000,126000,151,5,28000.0,35277.47268343864,756.6996999667026,125793.56109997025,11290.059602649008
1782221893,50,,Aggregated,0.800000,0.000000,28000,35000,52000,65000,84000,98000,102000,104000,126000,126000,126000,152,5,28000.0,35600.05786249492,756.6996999667026,125793.56109997025,11216.177631578947
1782221894,50,,Aggregated,0.800000,0.000000,28000,35000,53000,66000,86000,99000,102000,126000,131000,131000,131000,154,5,28000.0,36548.969792202864,756.6996999667026,131077.68270000815,11071.292207792209
1782221895,50,,Aggregated,0.800000,0.000000,28000,35000,53000,66000,86000,99000,102000,126000,131000,131000,131000,154,5,28000.0,36548.969792202864,756.6996999667026,131077.68270000815,11071.292207792209
1782221896,50,,Aggregated,0.800000,0.000000,28000,35000,53000,66000,86000,99000,102000,126000,131000,131000,131000,154,5,28000.0,36548.969792202864,756.6996999667026,131077.68270000815,11071.292207792209
1782221897,50,,Aggregated,0.800000,0.000000,28000,35000,53000,66000,86000,99000,102000,126000,131000,131000,131000,154,5,28000.0,36548.969792202864,756.6996999667026,131077.68270000815,11071.292207792209
1782221898,50,,Aggregated,0.800000,0.000000,28000,38000,63000,68000,92000,101000,126000,131000,136000,136000,136000,158,5,28000.0,38168.07864746336,756.6996999667026,135556.3500999706,10792.525316455696
1782221899,50,,Aggregated,0.800000,0.000000,28000,40000,65000,69000,92000,101000,131000,135000,136000,136000,136000,161,5,28000.0,39199.649822354804,756.6996999667026,135556.3500999706,10592.540372670808
1782221900,50,,Aggregated,0.800000,0.000000,28000,40000,65000,69000,92000,101000,131000,135000,136000,136000,136000,161,5,28000.0,39199.649822354804,756.6996999667026,135556.3500999706,10592.540372670808
1782221901,50,,Aggregated,0.800000,0.000000,28000,40000,65000,69000,92000,101000,131000,135000,136000,136000,136000,161,5,28000.0,39199.649822354804,756.6996999667026,135556.3500999706,10592.540372670808
1782221902,50,,Aggregated,1.000000,0.000000,29000,40000,65000,70000,94000,102000,131000,136000,138000,138000,138000,164,6,28000.0,39537.235220116214,756.6996999667026,138068.57429997763,10399.865853658537
